order_no,booking_dt,rent_start_dt,rent_end_dt,acct_id,depart_parking_lot_id,return_parking_lot_id,mileage_diff,car_series_name
ORD0007722,2023-10-13 06:41:00,2023-10-13 07:00:00,2023-10-13 07:31:00,U02537,500104019,500104019,8.25,YouBike 2.0 電輔版
ORD0007723,2023-09-23 18:42:00,2023-09-23 19:08:00,2023-09-23 19:41:00,U05671,500107191,500111070,8.06,YouBike 2.0 電輔版
ORD0007724,2025-05-10 07:46:00,2025-05-10 08:13:00,2025-05-10 08:27:00,U06227,500106039,500113079,4.41,折疊單車
ORD0007725,2024-12-29 07:45:00,2024-12-29 08:10:00,2024-12-29 08:33:00,U06367,500109110,500109110,7.04,YouBike 1.0 一般版
ORD0007726,2024-08-05 08:45:00,2024-08-05 09:03:00,2024-08-05 09:39:00,U04572,500119044,500119044,9.25,YouBike 2.0 電輔版
ORD0007727,2023-11-21 17:56:00,2023-11-21 18:03:00,2023-11-21 18:24:00,U04650,500109028,500108167,4.14,YouBike 1.0 一般版
ORD0007728,2024-06-28 05:45:00,2024-06-28 06:10:00,2024-06-28 06:27:00,U04561,500112052,500112052,4.1,YouBike 1.0 一般版
ORD0007729,2023-05-13 18:35:00,2023-05-13 19:12:00,2023-05-13 19:25:00,U00383,500106006,500106006,2.09,輕型電動車
ORD0007730,2023-08-26 16:38:00,2023-08-26 17:08:00,2023-08-26 17:16:00,U02450,500107024,500107024,1.82,YouBike 2.0 電輔版
ORD0007731,2023-08-26 16:58:00,2023-08-26 17:08:00,2023-08-26 17:34:00,U06134,500104091,500107187,6.11,YouBike 2.0 電輔版
ORD0007732,2025-02-14 07:42:00,2025-02-14 08:15:00,2025-02-14 08:47:00,U04414,500103003,500103003,7.91,輕型電動車
ORD0007733,2024-10-25 17:31:00,2024-10-25 18:11:00,2024-10-25 18:32:00,U05482,500110005,500110005,6.72,YouBike 1.0 一般版
ORD0007734,2024-09-14 10:46:00,2024-09-14 11:13:00,2024-09-14 11:45:00,U03365,500106006,500112025,9.88,YouBike 1.0 一般版
ORD0007735,2024-11-14 07:46:00,2024-11-14 08:08:00,2024-11-14 08:15:00,U02088,500111082,500111082,2.5,YouBike 2.0 電輔版
ORD0007736,2023-07-21 06:32:00,2023-07-21 07:13:00,2023-07-21 07:31:00,U00954,500111066,500103050,4.57,YouBike 1.0 一般版
ORD0007737,2023-01-27 14:39:00,2023-01-27 15:04:00,2023-01-27 16:17:00,U04416,500107060,500107060,21.16,折疊單車
ORD0007738,2025-04-22 06:32:00,2025-04-22 07:14:00,2025-04-22 07:37:00,U04382,500119006,500119006,5.6,YouBike 2.0 電輔版
ORD0007739,2024-07-04 23:32:00,2024-07-05 00:08:00,2024-07-05 01:28:00,U01849,500101131,500108138,15.32,YouBike 2.0 電輔版
ORD0007740,2025-05-09 07:49:00,2025-05-09 08:14:00,2025-05-09 08:53:00,U05597,500107030,500112076,8.97,YouBike 2.0 電輔版
ORD0007741,2024-06-10 05:31:00,2024-06-10 06:10:00,2024-06-10 06:25:00,U00240,500101136,500101136,3.58,YouBike 1.0 一般版
ORD0007742,2024-07-29 19:55:00,2024-07-29 20:15:00,2024-07-29 20:26:00,U06814,500112031,500112031,1.81,YouBike 2.0 電輔版
ORD0007743,2024-06-21 06:57:00,2024-06-21 07:14:00,2024-06-21 07:34:00,U00049,500110104,500110104,5.03,YouBike 2.0 電輔版
ORD0007744,2024-10-04 06:30:00,2024-10-04 07:14:00,2024-10-04 07:41:00,U01467,500119053,500119053,7.6,YouBike 2.0 電輔版
ORD0007745,2024-04-12 05:46:00,2024-04-12 06:09:00,2024-04-12 06:18:00,U03506,500103039,500103039,2.32,YouBike 1.0 一般版
ORD0007746,2024-01-19 06:59:00,2024-01-19 07:15:00,2024-01-19 07:50:00,U03506,500104038,500104038,8.49,YouBike 1.0 一般版
ORD0007747,2024-09-02 07:45:00,2024-09-02 08:04:00,2024-09-02 08:45:00,U04533,500104059,500111091,10.36,YouBike 2.0 電輔版
ORD0007748,2025-04-14 18:54:00,2025-04-14 19:07:00,2025-04-14 19:35:00,U02122,500112004,500101211,5.61,YouBike 2.0 電輔版
ORD0007749,2024-10-14 13:36:00,2024-10-14 14:00:00,2024-10-14 14:19:00,U03707,500112024,500112024,5.34,YouBike 1.0 一般版
ORD0007750,2023-07-17 23:00:00,2023-07-17 23:05:00,2023-07-17 23:33:00,U04381,500106119,500106119,7.29,YouBike 2.0 電輔版
ORD0007751,2024-12-15 18:37:00,2024-12-15 19:06:00,2024-12-15 19:16:00,U05638,500110027,500110027,2.75,YouBike 2.0 電輔版
ORD0007752,2023-07-07 10:31:00,2023-07-07 11:03:00,2023-07-07 11:48:00,U02829,500113019,500101238,7.55,YouBike 2.0 電輔版
ORD0007753,2023-10-26 17:48:00,2023-10-26 18:08:00,2023-10-26 18:23:00,U04841,500105024,500108158,3.85,YouBike 2.0 電輔版
ORD0007754,2024-04-22 16:53:00,2024-04-22 17:00:00,2024-04-22 17:27:00,U01354,500108030,500110055,4.18,YouBike 2.0 電輔版
ORD0007755,2023-12-23 08:40:00,2023-12-23 09:12:00,2023-12-23 09:58:00,U00120,500105018,500105018,12.88,YouBike 2.0 電輔版
ORD0007756,2023-04-24 10:57:00,2023-04-24 11:01:00,2023-04-24 12:04:00,U05392,500119096,500119096,11.88,折疊單車
ORD0007757,2025-04-15 07:31:00,2025-04-15 08:02:00,2025-04-15 08:21:00,U05356,500108097,500108097,5.53,YouBike 2.0 電輔版
ORD0007758,2023-05-28 17:42:00,2023-05-28 18:07:00,2023-05-28 19:11:00,U03045,500113065,500113065,14.36,輕型電動車
ORD0007759,2025-03-04 17:59:00,2025-03-04 18:10:00,2025-03-04 18:31:00,U03207,500103074,500103074,5.76,YouBike 2.0 電輔版
ORD0007760,2024-10-31 15:44:00,2024-10-31 16:12:00,2024-10-31 17:15:00,U03387,500101127,500101127,16.37,YouBike 2.0 電輔版
ORD0007761,2024-09-19 15:34:00,2024-09-19 16:12:00,2024-09-19 16:44:00,U07156,500106050,500106050,9.68,YouBike 2.0 電輔版
ORD0007762,2025-01-12 08:53:00,2025-01-12 09:06:00,2025-01-12 09:33:00,U01088,500101190,500103033,5.77,YouBike 2.0 電輔版
ORD0007763,2024-06-07 15:54:00,2024-06-07 16:11:00,2024-06-07 16:28:00,U01183,500108027,500108027,3.77,折疊單車
ORD0007764,2024-06-28 16:55:00,2024-06-28 17:01:00,2024-06-28 17:18:00,U07153,500111116,500111116,3.78,YouBike 2.0 電輔版
ORD0007765,2024-02-13 09:38:00,2024-02-13 10:11:00,2024-02-13 10:51:00,U05034,500104030,500104030,5.76,YouBike 2.0 電輔版
ORD0007766,2023-10-25 15:38:00,2023-10-25 16:00:00,2023-10-25 16:19:00,U07631,500108049,500108049,4.35,YouBike 2.0 電輔版
ORD0007767,2025-02-09 17:44:00,2025-02-09 18:06:00,2025-02-09 19:02:00,U00794,500104040,500104040,16.3,YouBike 1.0 一般版
ORD0007768,2024-04-27 18:56:00,2024-04-27 19:06:00,2024-04-27 19:47:00,U00961,500110020,500110020,9.76,YouBike 2.0 電輔版
ORD0007769,2024-08-14 04:54:00,2024-08-14 05:01:00,2024-08-14 06:39:00,U02400,500110018,500110018,28.83,YouBike 2.0 電輔版
ORD0007770,2023-03-31 22:46:00,2023-03-31 23:09:00,2023-03-31 23:22:00,U01974,500112096,500110022,3.47,YouBike 1.0 一般版
ORD0007771,2023-02-16 16:57:00,2023-02-16 17:07:00,2023-02-16 18:23:00,U05748,500107180,500107180,22.36,折疊單車
ORD0007772,2024-02-27 08:55:00,2024-02-27 09:10:00,2024-02-27 09:37:00,U00011,500113101,500101222,7.11,YouBike 2.0 電輔版
ORD0007773,2024-01-15 15:52:00,2024-01-15 16:15:00,2024-01-15 16:29:00,U02007,500106129,500111052,3.51,YouBike 2.0 電輔版
ORD0007774,2023-07-06 17:45:00,2023-07-06 18:11:00,2023-07-06 18:28:00,U02316,500110067,500110067,4.68,YouBike 2.0 電輔版
ORD0007775,2025-01-08 17:44:00,2025-01-08 18:01:00,2025-01-08 19:03:00,U00473,500107153,500101034,16.37,YouBike 1.0 一般版
ORD0007776,2025-04-20 05:38:00,2025-04-20 06:15:00,2025-04-20 07:18:00,U04340,500108075,500108075,10.35,YouBike 2.0 電輔版
ORD0007777,2025-02-18 16:48:00,2025-02-18 17:00:00,2025-02-18 17:35:00,U01541,500108190,500108190,6.2,YouBike 2.0 電輔版
ORD0007778,2023-02-08 10:30:00,2023-02-08 11:01:00,2023-02-08 11:39:00,U00410,500112035,500112035,8.07,YouBike 2.0 電輔版
ORD0007779,2024-04-11 16:58:00,2024-04-11 17:03:00,2024-04-11 17:30:00,U02691,500107173,500110013,6.54,YouBike 2.0 電輔版
ORD0007780,2023-10-08 08:39:00,2023-10-08 09:15:00,2023-10-08 09:59:00,U06348,500113092,500113092,8.22,YouBike 1.0 一般版
ORD0007781,2024-03-19 16:30:00,2024-03-19 17:09:00,2024-03-19 17:42:00,U04108,500104121,500104121,6.12,YouBike 2.0 電輔版
ORD0007782,2024-02-15 08:40:00,2024-02-15 09:00:00,2024-02-15 10:01:00,U01833,500119054,500119054,14.24,YouBike 1.0 一般版
ORD0007783,2023-05-21 20:35:00,2023-05-21 21:00:00,2023-05-21 23:28:00,U06900,500109047,500109047,32.37,YouBike 2.0 電輔版
ORD0007784,2025-03-02 07:41:00,2025-03-02 08:01:00,2025-03-02 08:21:00,U02072,500105045,500105045,4.12,折疊單車
ORD0007785,2024-03-23 11:44:00,2024-03-23 12:02:00,2024-03-23 12:34:00,U06347,500107189,500105096,5.17,YouBike 2.0 電輔版
ORD0007786,2024-12-20 10:41:00,2024-12-20 11:00:00,2024-12-20 11:25:00,U07090,500109092,500109092,6.79,輕型電動車
ORD0007787,2024-05-21 14:49:00,2024-05-21 15:03:00,2024-05-21 15:45:00,U06134,500119044,500119044,11.77,YouBike 1.0 一般版
ORD0007788,2024-01-05 15:32:00,2024-01-05 16:09:00,2024-01-05 16:45:00,U05843,500109007,500109007,6.33,輕型電動車
ORD0007789,2024-06-28 22:59:00,2024-06-28 23:00:00,2024-06-28 23:27:00,U03062,500104085,500104085,6.17,YouBike 1.0 一般版
ORD0007790,2025-01-21 17:32:00,2025-01-21 18:10:00,2025-01-21 19:43:00,U06864,500108090,500108090,20.7,折疊單車
ORD0007791,2025-03-07 07:36:00,2025-03-07 08:06:00,2025-03-07 08:31:00,U06428,500111012,500111012,7.13,YouBike 1.0 一般版
ORD0007792,2024-02-16 06:54:00,2024-02-16 07:12:00,2024-02-16 07:17:00,U04784,500112012,500108135,1.63,YouBike 2.0 電輔版
ORD0007793,2024-07-25 20:38:00,2024-07-25 21:14:00,2024-07-25 22:21:00,U07666,500109015,500109015,12.52,YouBike 2.0 電輔版
ORD0007794,2025-01-11 15:34:00,2025-01-11 16:11:00,2025-01-11 16:35:00,U00397,500112087,500112087,4.72,YouBike 1.0 一般版
ORD0007795,2023-06-16 18:42:00,2023-06-16 19:01:00,2023-06-16 21:12:00,U01219,500113079,500113079,28.53,YouBike 2.0 電輔版
ORD0007796,2023-08-12 07:39:00,2023-08-12 08:03:00,2023-08-12 09:02:00,U06925,500107110,500107110,12.3,輕型電動車
ORD0007797,2023-12-31 16:39:00,2023-12-31 17:02:00,2023-12-31 17:11:00,U01818,500112064,500112064,1.09,YouBike 2.0 電輔版
ORD0007798,2024-09-28 18:58:00,2024-09-28 19:13:00,2024-09-28 19:49:00,U01554,500110079,500110079,9.25,YouBike 2.0 電輔版
ORD0007799,2024-12-13 15:43:00,2024-12-13 16:09:00,2024-12-13 16:48:00,U05389,500110082,500110082,6.9,YouBike 2.0 電輔版
ORD0007800,2023-03-23 07:39:00,2023-03-23 08:10:00,2023-03-23 09:07:00,U06490,500111037,500111037,15.1,YouBike 2.0 電輔版
ORD0007801,2023-08-02 16:38:00,2023-08-02 17:11:00,2023-08-02 17:40:00,U04449,500107155,500107155,8.28,YouBike 2.0 電輔版
ORD0007802,2024-01-07 20:48:00,2024-01-07 21:10:00,2024-01-07 21:43:00,U03126,500112072,500111002,9.79,YouBike 1.0 一般版
ORD0007803,2023-04-30 17:52:00,2023-04-30 18:07:00,2023-04-30 18:34:00,U04511,500101100,500101100,7.56,YouBike 1.0 一般版
ORD0007804,2024-01-29 08:48:00,2024-01-29 09:15:00,2024-01-29 11:35:00,U01965,500113023,500119043,39.61,YouBike 1.0 一般版
ORD0007805,2025-05-26 15:51:00,2025-05-26 16:01:00,2025-05-26 17:18:00,U01972,500101149,500112043,14.45,YouBike 2.0 電輔版
ORD0007806,2025-02-03 02:56:00,2025-02-03 03:07:00,2025-02-03 03:59:00,U06217,500113023,500113023,13.48,YouBike 2.0 電輔版
ORD0007807,2025-05-03 18:37:00,2025-05-03 19:03:00,2025-05-03 19:32:00,U05002,500106067,500106067,6.74,YouBike 2.0 電輔版
ORD0007808,2025-02-13 06:53:00,2025-02-13 07:04:00,2025-02-13 08:24:00,U00199,500106130,500106130,19.18,YouBike 2.0 電輔版
ORD0007809,2024-05-10 06:54:00,2024-05-10 07:09:00,2024-05-10 09:02:00,U03513,500109068,500111068,23.1,輕型電動車
ORD0007810,2024-04-05 07:46:00,2024-04-05 08:09:00,2024-04-05 08:24:00,U05344,500111053,500104090,2.47,YouBike 1.0 一般版
ORD0007811,2024-08-29 11:34:00,2024-08-29 12:12:00,2024-08-29 13:50:00,U04965,500108008,500106067,17.13,YouBike 2.0 電輔版
ORD0007812,2023-07-18 15:43:00,2023-07-18 16:13:00,2023-07-18 16:38:00,U02924,500119054,500119054,5.21,YouBike 2.0 電輔版
ORD0007813,2025-05-11 10:36:00,2025-05-11 11:15:00,2025-05-11 12:06:00,U07874,500101219,500101219,10.41,YouBike 2.0 電輔版
ORD0007814,2024-07-14 10:34:00,2024-07-14 11:06:00,2024-07-14 11:54:00,U04623,500109071,500113044,9.44,YouBike 2.0 電輔版
ORD0007815,2024-01-03 08:44:00,2024-01-03 09:00:00,2024-01-03 09:59:00,U03803,500108124,500108124,10.76,輕型電動車
ORD0007816,2023-03-27 15:45:00,2023-03-27 16:01:00,2023-03-27 16:43:00,U00814,500106011,500106011,9.9,YouBike 2.0 電輔版
ORD0007817,2024-01-25 07:46:00,2024-01-25 08:12:00,2024-01-25 08:42:00,U06522,500104039,500104039,6.15,輕型電動車
ORD0007818,2025-02-27 07:50:00,2025-02-27 08:13:00,2025-02-27 08:33:00,U04321,500104098,500104098,5.58,YouBike 2.0 電輔版
ORD0007819,2024-03-20 21:59:00,2024-03-20 22:05:00,2024-03-20 22:21:00,U04703,500112057,500112057,3.14,YouBike 1.0 一般版
ORD0007820,2023-07-22 07:42:00,2023-07-22 08:00:00,2023-07-22 09:08:00,U07363,500101237,500112049,10.63,YouBike 2.0 電輔版
ORD0007821,2023-08-29 12:42:00,2023-08-29 13:02:00,2023-08-29 13:28:00,U07091,500111034,500111034,7.73,YouBike 1.0 一般版
ORD0007822,2024-07-31 08:35:00,2024-07-31 09:11:00,2024-07-31 09:23:00,U03092,500107114,500119043,2.84,YouBike 1.0 一般版
ORD0007823,2025-04-27 04:40:00,2025-04-27 05:00:00,2025-04-27 05:20:00,U01285,500119096,500119096,4.58,YouBike 1.0 一般版
ORD0007824,2025-05-08 11:50:00,2025-05-08 12:09:00,2025-05-08 12:41:00,U06441,500101123,500101123,5.02,輕型電動車
ORD0007825,2023-11-05 15:44:00,2023-11-05 16:14:00,2023-11-05 16:57:00,U02166,500112035,500112035,7.67,YouBike 2.0 電輔版
ORD0007826,2024-10-28 08:47:00,2024-10-28 09:00:00,2024-10-28 09:42:00,U02833,500110014,500119006,10.91,YouBike 2.0 電輔版
ORD0007827,2023-01-26 16:58:00,2023-01-26 17:08:00,2023-01-26 17:21:00,U07735,500107041,500107041,2.07,輕型電動車
ORD0007828,2025-03-12 08:56:00,2025-03-12 09:08:00,2025-03-12 09:39:00,U01577,500110073,500110073,8.77,YouBike 2.0 電輔版
ORD0007829,2023-10-13 01:38:00,2023-10-13 02:13:00,2023-10-13 02:24:00,U07504,500110049,500101255,2.95,YouBike 2.0 電輔版
ORD0007830,2025-05-19 06:53:00,2025-05-19 07:04:00,2025-05-19 08:13:00,U01774,500106040,500106040,15.5,YouBike 1.0 一般版
ORD0007831,2023-05-25 17:32:00,2023-05-25 18:00:00,2023-05-25 18:26:00,U02623,500108031,500108031,5.09,YouBike 2.0 電輔版
ORD0007832,2024-01-20 07:59:00,2024-01-20 08:15:00,2024-01-20 09:04:00,U05246,500109054,500109054,12.7,輕型電動車
ORD0007833,2023-07-20 07:30:00,2023-07-20 08:15:00,2023-07-20 09:04:00,U01418,500111094,500111094,13.68,YouBike 1.0 一般版
ORD0007834,2024-12-27 17:59:00,2024-12-27 18:10:00,2024-12-27 18:22:00,U03595,500113096,500106119,3.17,YouBike 2.0 電輔版
ORD0007835,2024-09-21 21:33:00,2024-09-21 22:04:00,2024-09-21 22:44:00,U02354,500108045,500108045,9.33,YouBike 2.0 電輔版
ORD0007836,2025-04-10 19:58:00,2025-04-10 20:02:00,2025-04-10 20:13:00,U03987,500112068,500104077,1.9,YouBike 1.0 一般版
ORD0007837,2023-02-08 19:47:00,2023-02-08 20:03:00,2023-02-08 22:35:00,U06706,500104114,500104114,30.06,YouBike 1.0 一般版
ORD0007838,2024-07-31 19:35:00,2024-07-31 20:03:00,2024-07-31 21:55:00,U03177,500109103,500109049,30.89,YouBike 1.0 一般版
ORD0007839,2024-12-28 16:34:00,2024-12-28 17:08:00,2024-12-28 17:33:00,U01609,500101184,500101184,4.73,YouBike 2.0 電輔版
ORD0007840,2024-12-23 08:56:00,2024-12-23 09:03:00,2024-12-23 09:38:00,U03683,500103070,500103070,7.37,輕型電動車
ORD0007841,2023-08-01 11:37:00,2023-08-01 12:01:00,2023-08-01 12:18:00,U00263,500106054,500106054,4.01,YouBike 2.0 電輔版
ORD0007842,2024-08-24 10:46:00,2024-08-24 11:09:00,2024-08-24 11:37:00,U03609,500107192,500101104,7.32,折疊單車
ORD0007843,2023-12-19 08:46:00,2023-12-19 09:08:00,2023-12-19 09:37:00,U02721,500107169,500107097,6.73,YouBike 1.0 一般版
ORD0007844,2025-04-28 07:44:00,2025-04-28 08:14:00,2025-04-28 08:28:00,U01138,500110043,500106023,3.5,YouBike 2.0 電輔版
ORD0007845,2025-05-15 22:33:00,2025-05-15 23:15:00,2025-05-15 23:52:00,U02590,500105123,500105123,8.47,YouBike 1.0 一般版
ORD0007846,2024-08-19 07:58:00,2024-08-19 08:10:00,2024-08-19 08:57:00,U02156,500113052,500113052,12.48,輕型電動車
ORD0007847,2023-12-26 18:40:00,2023-12-26 19:13:00,2023-12-26 19:55:00,U03795,500113100,500113100,9.39,YouBike 1.0 一般版
ORD0007848,2023-07-03 17:35:00,2023-07-03 18:04:00,2023-07-03 18:18:00,U05046,500113044,500113044,4.45,輕型電動車
ORD0007849,2023-09-04 17:38:00,2023-09-04 18:01:00,2023-09-04 18:30:00,U00854,500119098,500112038,6.94,YouBike 1.0 一般版
ORD0007850,2025-04-05 05:37:00,2025-04-05 06:05:00,2025-04-05 06:32:00,U01912,500110094,500101167,6.14,折疊單車
ORD0007851,2024-12-18 17:47:00,2024-12-18 18:13:00,2024-12-18 18:53:00,U06583,500110036,500110036,8.76,YouBike 2.0 電輔版
ORD0007852,2025-03-11 23:36:00,2025-03-12 00:12:00,2025-03-12 01:17:00,U07219,500105021,500105021,11.79,YouBike 1.0 一般版
ORD0007853,2025-01-12 07:38:00,2025-01-12 08:13:00,2025-01-12 11:53:00,U03529,500112023,500112023,55.69,YouBike 1.0 一般版
ORD0007854,2023-01-14 08:32:00,2023-01-14 09:01:00,2023-01-14 09:16:00,U04074,500106085,500106085,2.63,YouBike 2.0 電輔版
ORD0007855,2024-10-19 07:38:00,2024-10-19 08:01:00,2024-10-19 08:41:00,U05784,500108214,500119096,9.43,折疊單車
ORD0007856,2024-03-16 20:39:00,2024-03-16 21:05:00,2024-03-16 22:00:00,U05136,500103080,500103080,12.71,YouBike 2.0 電輔版
ORD0007857,2025-03-23 10:41:00,2025-03-23 11:00:00,2025-03-23 11:22:00,U03506,500111009,500111009,6.36,折疊單車
ORD0007858,2025-05-14 03:43:00,2025-05-14 04:09:00,2025-05-14 05:40:00,U00298,500105002,500105002,25.7,折疊單車
ORD0007859,2023-01-12 10:48:00,2023-01-12 11:13:00,2023-01-12 12:31:00,U00685,500112089,500104008,13.68,YouBike 1.0 一般版
ORD0007860,2023-08-27 06:30:00,2023-08-27 07:01:00,2023-08-27 07:17:00,U02914,500109081,500109081,3.86,YouBike 2.0 電輔版
ORD0007861,2023-08-27 16:56:00,2023-08-27 17:10:00,2023-08-27 18:27:00,U00448,500108024,500108024,17.1,YouBike 1.0 一般版
ORD0007862,2023-03-19 15:33:00,2023-03-19 16:15:00,2023-03-19 16:22:00,U06998,500108044,500111003,1.58,YouBike 1.0 一般版
ORD0007863,2024-11-15 12:42:00,2024-11-15 13:04:00,2024-11-15 13:51:00,U05332,500106065,500104024,12.48,YouBike 1.0 一般版
ORD0007864,2024-02-10 10:52:00,2024-02-10 11:05:00,2024-02-10 11:27:00,U05298,500110091,500110091,5.44,YouBike 2.0 電輔版
ORD0007865,2023-03-25 06:40:00,2023-03-25 07:05:00,2023-03-25 07:22:00,U04149,500106134,500106134,5.2,YouBike 1.0 一般版
ORD0007866,2025-01-12 19:59:00,2025-01-12 20:14:00,2025-01-12 21:32:00,U00463,500103042,500105020,20.68,YouBike 2.0 電輔版
ORD0007867,2024-12-18 16:45:00,2024-12-18 17:06:00,2024-12-18 17:21:00,U07381,500108117,500104026,2.39,YouBike 2.0 電輔版
ORD0007868,2023-07-17 16:42:00,2023-07-17 17:03:00,2023-07-17 17:17:00,U05139,500107181,500107181,2.68,輕型電動車
ORD0007869,2024-12-06 07:47:00,2024-12-06 08:12:00,2024-12-06 08:40:00,U01749,500106123,500106123,7.7,YouBike 2.0 電輔版
ORD0007870,2024-11-09 17:51:00,2024-11-09 18:08:00,2024-11-09 18:36:00,U00275,500111052,500111052,4.77,輕型電動車
ORD0007871,2023-04-18 17:00:00,2023-04-18 17:00:00,2023-04-18 17:22:00,U07440,500108228,500108222,5.48,YouBike 2.0 電輔版
ORD0007872,2024-08-22 13:55:00,2024-08-22 14:08:00,2024-08-22 14:45:00,U05295,500108063,500101170,8.62,YouBike 1.0 一般版
ORD0007873,2025-03-06 00:39:00,2025-03-06 01:13:00,2025-03-06 01:36:00,U00499,500110014,500111049,5.52,YouBike 2.0 電輔版
ORD0007874,2025-01-29 06:57:00,2025-01-29 07:10:00,2025-01-29 08:00:00,U07281,500108022,500108022,14.45,YouBike 2.0 電輔版
ORD0007875,2023-11-11 08:45:00,2023-11-11 09:08:00,2023-11-11 09:23:00,U05744,500112050,500112050,2.75,YouBike 2.0 電輔版
ORD0007876,2025-01-07 18:48:00,2025-01-07 19:11:00,2025-01-07 21:09:00,U07400,500110104,500112082,22.69,輕型電動車
ORD0007877,2025-02-11 09:00:00,2025-02-11 09:15:00,2025-02-11 09:33:00,U02593,500107204,500107204,2.95,YouBike 2.0 電輔版
ORD0007878,2023-07-07 11:48:00,2023-07-07 12:05:00,2023-07-07 12:39:00,U05515,500104108,500103005,5.31,YouBike 2.0 電輔版
ORD0007879,2023-05-19 11:41:00,2023-05-19 12:10:00,2023-05-19 13:30:00,U07512,500107021,500104004,15.23,YouBike 1.0 一般版
ORD0007880,2023-09-03 07:35:00,2023-09-03 08:07:00,2023-09-03 09:28:00,U03272,500101208,500104101,13.44,YouBike 2.0 電輔版
ORD0007881,2025-01-22 13:59:00,2025-01-22 14:08:00,2025-01-22 14:34:00,U01097,500110107,500110107,7.59,YouBike 2.0 電輔版
ORD0007882,2023-10-14 21:49:00,2023-10-14 22:15:00,2023-10-14 22:42:00,U05271,500104112,500104112,6.24,輕型電動車
ORD0007883,2024-05-22 01:54:00,2024-05-22 02:09:00,2024-05-22 02:59:00,U02533,500104107,500104107,10.07,YouBike 2.0 電輔版
ORD0007884,2023-06-23 04:41:00,2023-06-23 05:14:00,2023-06-23 05:37:00,U07498,500104026,500106038,4.1,折疊單車
ORD0007885,2023-06-23 17:45:00,2023-06-23 18:09:00,2023-06-23 18:25:00,U07726,500106007,500111052,6.15,YouBike 2.0 電輔版
ORD0007886,2025-04-10 06:44:00,2025-04-10 07:04:00,2025-04-10 07:55:00,U03223,500107146,500107146,10.85,YouBike 2.0 電輔版
ORD0007887,2024-12-30 12:53:00,2024-12-30 13:08:00,2024-12-30 13:31:00,U06599,500101119,500101027,5.76,YouBike 2.0 電輔版
ORD0007888,2023-04-27 03:46:00,2023-04-27 04:06:00,2023-04-27 04:29:00,U04612,500105007,500105007,5.97,YouBike 2.0 電輔版
ORD0007889,2023-08-18 08:55:00,2023-08-18 09:00:00,2023-08-18 09:33:00,U00179,500109122,500105115,6.69,YouBike 2.0 電輔版
ORD0007890,2024-02-03 05:31:00,2024-02-03 06:14:00,2024-02-03 06:24:00,U01424,500101145,500101145,1.77,折疊單車
ORD0007891,2025-03-08 21:49:00,2025-03-08 22:05:00,2025-03-08 22:20:00,U00993,500107155,500107155,3.67,YouBike 2.0 電輔版
ORD0007892,2025-02-09 15:34:00,2025-02-09 16:04:00,2025-02-09 16:19:00,U07868,500113003,500113003,3.84,折疊單車
ORD0007893,2024-04-16 22:49:00,2024-04-16 23:15:00,2024-04-16 23:38:00,U02329,500108072,500101001,7.87,YouBike 2.0 電輔版
ORD0007894,2024-04-30 09:46:00,2024-04-30 10:02:00,2024-04-30 10:52:00,U03847,500111062,500111062,8.69,YouBike 2.0 電輔版
ORD0007895,2025-01-30 12:48:00,2025-01-30 13:02:00,2025-01-30 13:41:00,U02167,500119067,500119067,8.74,YouBike 1.0 一般版
ORD0007896,2024-07-20 11:51:00,2024-07-20 12:11:00,2024-07-20 13:13:00,U00959,500110068,500110068,17.21,YouBike 2.0 電輔版
ORD0007897,2023-02-08 08:50:00,2023-02-08 09:04:00,2023-02-08 09:14:00,U00458,500104035,500104035,3.05,YouBike 2.0 電輔版
ORD0007898,2024-03-06 19:52:00,2024-03-06 20:14:00,2024-03-06 20:31:00,U00165,500107028,500107028,4.73,YouBike 1.0 一般版
ORD0007899,2023-05-26 09:43:00,2023-05-26 10:06:00,2023-05-26 10:27:00,U02396,500112130,500112130,3.63,YouBike 1.0 一般版
ORD0007900,2023-09-15 19:37:00,2023-09-15 20:10:00,2023-09-15 20:34:00,U06418,500112010,500112010,6.32,YouBike 1.0 一般版
ORD0007901,2023-08-06 16:50:00,2023-08-06 17:08:00,2023-08-06 17:22:00,U05661,500112068,500112068,3.33,YouBike 2.0 電輔版
ORD0007902,2023-09-26 07:53:00,2023-09-26 08:03:00,2023-09-26 08:33:00,U05220,500113003,500113003,5.06,YouBike 2.0 電輔版
ORD0007903,2024-03-19 16:33:00,2024-03-19 17:02:00,2024-03-19 17:40:00,U04186,500101251,500113079,7.15,YouBike 2.0 電輔版
ORD0007904,2023-06-02 07:32:00,2023-06-02 08:10:00,2023-06-02 08:52:00,U07985,500113065,500112006,8.7,YouBike 2.0 電輔版
ORD0007905,2024-12-05 10:47:00,2024-12-05 11:06:00,2024-12-05 12:27:00,U03031,500104090,500104090,21.42,輕型電動車
ORD0007906,2024-12-10 15:57:00,2024-12-10 16:00:00,2024-12-10 16:06:00,U07758,500103074,500103074,0.94,YouBike 1.0 一般版
ORD0007907,2023-02-23 06:50:00,2023-02-23 07:00:00,2023-02-23 07:22:00,U03636,500109079,500109079,5.99,輕型電動車
ORD0007908,2025-03-25 11:42:00,2025-03-25 12:05:00,2025-03-25 12:28:00,U07156,500107088,500106126,6.49,YouBike 2.0 電輔版
